    #theta              beta_x             alpha_x              beta_y             alpha_y
     173.1062500         1.170302035        0.8972628828         4.015542583       -0.6327871559
     173.1920000         1.158079035        0.8800742011         4.024078497       -0.6083784422
     173.2777500         1.146105523        0.8633252175         4.032273698       -0.5848489465
     173.3635000         1.134374736        0.8469879137         4.040141100       -0.5621645244
     173.4492500         1.122881555        0.8308554281         4.047688619       -0.5396390925
     173.5350000         1.111622293        0.8149294420         4.054919629       -0.5173028577
     173.6207500         1.100592348        0.7993457383         4.061841334       -0.4956906756
     173.7065000         1.089786954        0.7839968941         4.068462133       -0.4744492690
     173.7922500         1.079202746        0.7687896120         4.074785770       -0.4532559651
     173.8780000         1.068836145        0.7538519572         4.080817227       -0.4326211963
     173.9637500         1.058683566        0.7390606961         4.086561967       -0.4121099570
     174.0495000         1.048742517        0.7243821812         4.092021697       -0.3916102745
     174.1352500         1.039010800        0.7098100193         4.097197260       -0.3711105762
     174.2210000         1.029485567        0.6954493532         4.102092379       -0.3510513886
     174.3067500         1.020163637        0.6812479131         4.106712526       -0.3312542686
     174.3925000         1.011042208        0.6672051146         4.111062081       -0.3117419979
     174.4782500         1.002118498        0.6533221161         4.115145749       -0.2925449273
     174.5640000        0.9933897169        0.6396022209         4.118968675       -0.2737028088
     174.6497500        0.9848530210        0.6260530811         4.122536636       -0.2552744292
     174.7355000        0.9765061234        0.6125880402         4.125853495       -0.2369222838
     174.8212500        0.9683466548        0.5993083843         4.128923845       -0.2190969257
     174.9070000        0.9603714537        0.5862337686         4.131756057       -0.2019135951
     174.9927500        0.9525771888        0.5733730200         4.134359714       -0.1854435369
     175.0785000        0.9449604982        0.5607251819         4.136745032       -0.1697157162
     175.1642500        0.9375180382        0.5482917611         4.138922636       -0.1547685339
     175.2500000        0.9302467048        0.5360388904         4.140902562       -0.1404813723
     175.3687500        0.9204538912        0.5193974217         4.143337664       -0.1219582083
     175.4875000        0.9109743150        0.5032544485         4.145446264       -0.1055107629
     175.6062500        0.9017992598        0.4874432486         4.147261264       -0.9046343850E-01
     175.7250000        0.8929217058        0.4719550887         4.148809182       -0.7681665320E-01
     175.8437500        0.8843343803        0.4568338423         4.150118737       -0.6481967582E-01
     175.9625000        0.8760298411        0.4420616179         4.151220518       -0.5443668080E-01
     176.0812500        0.8680012643        0.4275966005         4.152143195       -0.4550648750E-01
     176.2000000        0.8602428966        0.4133715241         4.152911116       -0.3773119672E-01
     176.3187500        0.8527494897        0.3994050714         4.153546806       -0.3121847686E-01
     176.4375000        0.8455157620        0.3856879337         4.154073524       -0.2594692882E-01
     176.5562500        0.8385378562        0.3720806015         4.154508016       -0.2123639735E-01
     176.6750000        0.8318132037        0.3585872440         4.154860879       -0.1710370010E-01
     176.7937500        0.8253388433        0.3452504523         4.155144892       -0.1377149941E-01
     176.9125000        0.8191124558        0.3319620109         4.155369863       -0.1069728448E-01
     177.0312500        0.8131326303        0.3187347850         4.155541103       -0.7936125138E-02
     177.1500000        0.8073975387        0.3056045606         4.155666122       -0.5673836384E-02
     177.2687500        0.8019056426        0.2925070153         4.155751127       -0.3583806899E-02
     177.3875000        0.7966558777        0.2794575379         4.155799963       -0.1736898269E-02
     177.5062500        0.7916468580        0.2664783830         4.155818194       -0.2500811718E-03
     177.6250000        0.7868769885        0.2535723924         4.155812641        0.8554890680E-03
     177.7437500        0.7823452123        0.2406804097         4.155787434        0.1893681093E-02
     177.8625000        0.7780508201        0.2278256200         4.155744921        0.2744356230E-02
     177.9812500        0.7739927755        0.2150224322         4.155689288        0.3326750167E-02
     178.1000000        0.7701702626        0.2022342263         4.155623669        0.3836126301E-02
     178.2187500        0.7665826839        0.1894754279         4.155550091        0.4197404865E-02
     178.3375000        0.7632292689        0.1767521510         4.155471597        0.4374953722E-02
     178.4562500        0.7601092103        0.1640638017         4.155391551        0.4368699071E-02
     178.5750000        0.7572220435        0.1513750853         4.155311535        0.4373519768E-02
     178.6937500        0.7545674251        0.1387094064         4.155232524        0.4260426325E-02
     178.8125000        0.7521448165        0.1260660204         4.155156661        0.4030806432E-02
     178.9312500        0.7499538600        0.1134272628         4.155085183        0.3782451658E-02
     179.0500000        0.7479942980        0.1008011012         4.155018831        0.3471504156E-02
     179.1687500        0.7462657996        0.8818879600E-01     4.154958830        0.3088854119E-02
     179.2875000        0.7447681242        0.7558046407E-01     4.154905995        0.2688503955E-02
     179.4062500        0.7435010988        0.6297972800E-01     4.154860826        0.2251108315E-02
     179.5250000        0.7424645294        0.5038646737E-01     4.154824007        0.1775682286E-02
     179.6437500        0.7416582363        0.3780033753E-01     4.154796230        0.1262400454E-02
     179.7625000        0.7410821222        0.2521385087E-01     4.154777794        0.7540382124E-03
     179.8812500        0.7407361418        0.1262989555E-01     4.154768767        0.2333757349E-03
     180.0000000        0.7406202362        0.4817621226E-04     4.154769374       -0.2997944426E-03
     180.1187500        0.7407343800       -0.1253354152E-01     4.154779730       -0.8329671768E-03
     180.2375000        0.7410785986       -0.2511749446E-01     4.154799721       -0.1353623584E-02
     180.3562500        0.7416529509       -0.3770397795E-01     4.154829120       -0.1861970958E-02
     180.4750000        0.7424574819       -0.5029010132E-01     4.154867861       -0.2375243372E-02
     180.5937500        0.7434922892       -0.6288335464E-01     4.154915644       -0.2850650715E-02
     180.7125000        0.7447575522       -0.7548408256E-01     4.154971777       -0.3288017843E-02
     180.8312500        0.7462534650       -0.8809240523E-01     4.155035577       -0.3688330619E-02
     180.9500000        0.7479802005       -0.1007046978         4.155106543       -0.4070947226E-02
     181.0687500        0.7499379993       -0.1133308459         4.155183862       -0.4381849166E-02
     181.1875000        0.7521271923       -0.1259695886         4.155266306       -0.4630147568E-02
     181.3062500        0.7545480368       -0.1386129562         4.155353136       -0.4859714271E-02
     181.4250000        0.7572008908       -0.1512786156         4.155443115       -0.4972738372E-02
     181.5437500        0.7600862926       -0.1639673112         4.155534099       -0.4967831253E-02
     181.6625000        0.7632045856       -0.1766556340         4.155625114       -0.4974013773E-02
     181.7812500        0.7665562344       -0.1893788833         4.155714578       -0.4796367586E-02
     181.9000000        0.7701420462       -0.2021376518         4.155799126       -0.4434971254E-02
     182.0187500        0.7739627914       -0.2149258237         4.155875717       -0.3925466349E-02
     182.1375000        0.7780190674       -0.2277289704         4.155942322       -0.3342953240E-02
     182.2562500        0.7823116899       -0.2405837133         4.155995807       -0.2492141824E-02
     182.3750000        0.7868416953       -0.2534756409         4.156031988       -0.1453815364E-02
     182.4937500        0.7916097925       -0.2663815646         4.156048515       -0.3481387646E-03
     182.6125000        0.7966170385       -0.2793606408         4.156041261        0.1138791547E-02
     182.7312500        0.8018650277       -0.2924100267         4.156003403        0.2985816977E-02
     182.8500000        0.8073551459       -0.3055074645         4.155929379        0.5075943315E-02
     182.9687500        0.8130884573       -0.3186375630         4.155815343        0.7338292601E-02
     183.0875000        0.8190664996       -0.3318646493         4.155655090        0.1009954249E-01
     183.2062500        0.8252911009       -0.3451529369         4.155441109        0.1317386034E-01
     183.3250000        0.8317636718       -0.3584895629         4.155168091        0.1650618398E-01
     183.4437500        0.8384865311       -0.3719827490         4.154826223        0.2063913317E-01
     183.5625000        0.8454626403       -0.3855899092         4.154402728        0.2535004846E-01
     183.6812500        0.8526945675       -0.3993068715         4.153887003        0.3062210287E-01
     183.8000000        0.8601861701       -0.4132731423         4.153262302        0.3713554281E-01
     183.9187500        0.8679427294       -0.4274980231         4.152505363        0.4491175241E-01
     184.0375000        0.8759694934       -0.4419628151         4.151593656        0.5384298345E-01
     184.1562500        0.8842722146       -0.4567347756         4.150502833        0.6422716036E-01
     184.2750000        0.8928577161       -0.4718557152         4.149204221        0.7622549019E-01
     184.3937500        0.9017334396       -0.4873435386         4.147667226        0.8987388866E-01
     184.5125000        0.9109066567       -0.5031543695         4.145863127        0.1049230539
     184.6312500        0.9203843871       -0.5192969418         4.143765400        0.1213725877
     184.7500000        0.9301753461       -0.5359379737         4.141341140        0.1398982146
     184.8357500        0.9374453347       -0.5481905098         4.139369019        0.1541873467
     184.9215000        0.9448864447       -0.5606235816         4.137199198        0.1691366569
     185.0072500        0.9525017800       -0.5732710571         4.134821639        0.1848667955
     185.0930000        0.9602946841       -0.5861314277         4.132225714        0.2013393551
     185.1787500        0.9682685188       -0.5992056471         4.129401206        0.2185253596
     185.2645000        0.9764266148       -0.6124848880         4.126338528        0.2363535550
     185.3502500        0.9847721335       -0.6259494928         4.123029308        0.2547086760
     185.4360000        0.9933074440       -0.6394981819         4.119468953        0.2731401104
     185.5217500         1.002034833       -0.6532176108         4.115653596        0.2919854301
     185.6075000         1.010957144       -0.6671001283         4.111577460        0.3111858458
     185.6932500         1.020077166       -0.6811424325         4.107235398        0.3307016062
     185.7790000         1.029397682       -0.6953433633         4.102622702        0.3505023510
     185.8647500         1.038921493       -0.7097035014         4.097734990        0.3705652830
     185.9505000         1.048651781       -0.7242751132         4.092566791        0.3910688750
     186.0362500         1.058591392       -0.7389530757         4.087114378        0.4115725865
     186.1220000         1.068742524       -0.7537437627         4.081376907        0.4320879164
     186.2077500         1.079107670       -0.7686808201         4.075352671        0.4527268606
     186.2935000         1.089690414       -0.7838874853         4.069036204        0.4739245418
     186.3792500         1.100494334       -0.7992357149         4.062422520        0.4951704973
     186.4650000         1.111522797       -0.8148188039         4.055507876        0.5167874650
     186.5507500         1.122780567       -0.8307441568         4.048283867        0.5391287432
     186.6365000         1.134272246       -0.8468759943         4.040743287        0.5616593697
     186.7222500         1.146001521       -0.8632126060         4.032882760        0.5843490290
     186.8080000         1.157973511       -0.8799608328         4.024694368        0.6078839082
     186.8937500         1.170194976       -0.8971487016         4.016165196        0.6322982036
     186.9795000         1.182671544       -0.9145776518         4.007287071        0.6568602765
     187.0652500         1.195409584       -0.9325511774         3.998050022        0.6825533634
     187.1510000         1.208418100       -0.9511418507         3.988436150        0.7095350913
     187.2367500         1.221704968       -0.9701085912         3.978432474        0.7369262852
     187.3225000         1.235277881       -0.9896645900         3.968027716        0.7653505068
     187.4082500         1.249147239        -1.009984183         3.957203018        0.7952704522
     187.4940000         1.263325531        -1.031190131         3.945934371        0.8269549322
     187.5797500         1.277827761        -1.053518576         3.934191684        0.8609965094
     187.6655000         1.292671803        -1.077141755         3.921938164        0.8977500206
     187.7512500         1.307876322        -1.101997335         3.909137061        0.9368378103
     187.8370000         1.323455521        -1.127504731         3.895767400        0.9763675396
     187.9227500         1.339422410        -1.154082496         3.881813649         1.017448450
     188.0085000         1.355795802        -1.182146988         3.867245299         1.061113228
     188.0942500         1.372597106        -1.211655780         3.852026881         1.107035630
     188.1800000         1.389847903        -1.242684054         3.836125133         1.155227213
     188.2225000         1.398570681        -1.258584636         3.827982032         1.179781091
     188.2650000         1.407411751        -1.274877622         3.819660130         1.204871101
     188.3075000         1.416372726        -1.291223659         3.811158806         1.229562970
     188.3500000         1.425455997        -1.308188159         3.802475433         1.255365118
     188.3925000         1.434664107        -1.325249778         3.793607081         1.280861999
     188.4350000         1.443999642        -1.342946852         3.784550836         1.307464617
     188.4775000         1.453464990        -1.360684700         3.775304404         1.333590278
     188.5200000         1.463061758        -1.378839503         3.765867627         1.360213661
     188.5625000         1.472793178        -1.397502906         3.756236215         1.387545628
     188.6050000         1.482660988        -1.416160393         3.746409805         1.414261457
     188.6475000         1.492666356        -1.435168279         3.736389520         1.441265140
     188.6900000         1.502810475        -1.454181327         3.726176386         1.467688421
     188.7325000         1.513096093        -1.473992504         3.715767602         1.495491487
     188.7750000         1.523525881        -1.493789447         3.705160609         1.522656200
     188.8175000         1.534099935        -1.513659096         3.694359162         1.549408740
     188.8600000         1.544819056        -1.533719806         3.683365212         1.576042963
     188.9025000         1.555683457        -1.553690545         3.672182027         1.601899103
     188.9450000         1.566694343        -1.574139956         3.660810447         1.628331090
     188.9875000         1.577852848        -1.594483522         3.649251395         1.653972504
     189.0300000         1.589159336        -1.615093863         3.637507518         1.679703735
     189.0725000         1.600614196        -1.635609629         3.625581270         1.704709328
     189.1150000         1.612216468        -1.656015452         3.613478024         1.728982519
     189.1575000         1.623965476        -1.676413176         3.601202298         1.752779503
     189.2000000         1.635860207        -1.696609560         3.588759147         1.775698889
     189.2425000         1.647899921        -1.716881299         3.576152810         1.798378875
     189.2850000         1.660083599        -1.736877561         3.563387895         1.820085122
     189.3275000         1.672408824        -1.756557111         3.550471777         1.840772141
     189.3700000         1.684873005        -1.775917273         3.537411872         1.860478871
     189.4125000         1.697473432        -1.794930105         3.524215521         1.879192263
     189.4550000         1.710206778        -1.813452269         3.510891005         1.896663178
     189.4975000         1.723069622        -1.831604713         3.497446429         1.913192892
     189.5400000         1.736056569        -1.848706702         3.483893521         1.927457872
     189.5825000         1.749162076        -1.865401809         3.470243855         1.940821926
     189.6250000         1.762381706        -1.881358284         3.456506332         1.952681091
     189.6675000         1.775710232        -1.896685915         3.442691009         1.963311709
     189.7100000         1.789143048        -1.911451898         3.428806298         1.972901637
     189.7525000         1.802670778        -1.924229871         3.414869374         1.978779784
     189.7950000         1.816284038        -1.936445232         3.400896885         1.983749808
     189.8375000         1.829976637        -1.947571214         3.386898879         1.986881610
     189.8800000         1.843742565        -1.958185969         3.372884663         1.989307589
     190.0170732         1.888513661        -1.982633446         3.327773025         1.981489307
     190.1541463         1.933682815        -1.997336428         3.283035980         1.960540190
     190.2912195         1.978968654        -1.997621839         3.239050742         1.920006018
     190.4282927         2.024107214        -1.989514854         3.196135225         1.871171253
     190.5653659         2.068906419        -1.973040631         3.154470142         1.814641818
     190.7024390         2.113190957        -1.949465023         3.114200303         1.752781417
     190.8395122         2.156826894        -1.921033905         3.075402666         1.689091107
     190.9765854         2.199723803        -1.889237840         3.038090251         1.625664117
     191.1136585         2.241801646        -1.853431828         3.002262932         1.561560846
     191.2507317         2.282988526        -1.814942724         2.967912047         1.498453395
     191.3878049         2.323223087        -1.773333307         2.935017879         1.435662202
     191.5248780         2.362444598        -1.729075271         2.903562972         1.373669729
     191.6619512         2.400599723        -1.682335576         2.873523526         1.312574415
     191.7990244         2.437637620        -1.633157096         2.844875713         1.252298882
     191.9360976         2.473510940        -1.581801421         2.817594684         1.193029832
     192.0731707         2.508172721        -1.528034022         2.791658089         1.134378592
     192.2102439         2.541573863        -1.471895889         2.767048808         1.076282709
     192.3473171         2.573668044        -1.413594071         2.743749342         1.018857059
     192.4843902         2.604413354        -1.353319519         2.721740205        0.9621842982
     192.6214634         2.633771229        -1.291185435         2.701001331        0.9062543066
     192.7585366         2.661704295        -1.227191619         2.681514427        0.8509368256
     192.8956098         2.688175458        -1.161370928         2.663263848        0.7961422794
     193.0326829         2.713149420        -1.093862253         2.646235014        0.7418822862
     193.1697561         2.736593995        -1.024818464         2.630413214        0.6881750756
     193.3068293         2.758480674       -0.9544321781         2.615783139        0.6350746936
     193.4439024         2.778783110       -0.8827200235         2.602330417        0.5824605497
     193.5809756         2.797476282       -0.8098018375         2.590042445        0.5303106809
     193.7180488         2.814535931       -0.7356435250         2.578908846        0.4784629405
     193.8551220         2.829938146       -0.6603292864         2.568921824        0.4268619996
     193.9921951         2.843660602       -0.5839378109         2.560075033        0.3754485108
     194.1292683         2.855682488       -0.5065482291         2.552363616        0.3241627629
     194.2663415         2.865985053       -0.4282894294         2.545783758        0.2729862360
     194.4034146         2.874552295       -0.3493044194         2.540332090        0.2219128956
     194.5404878         2.881370994       -0.2697256069         2.536005697        0.1709235517
     194.6775610         2.886430625       -0.1896891414         2.532802265        0.1199989021
     194.8146341         2.889723577       -0.1093477551         2.530719888        0.6913721062E-01
     194.9517073         2.891245080       -0.2883149045E-01     2.529757142        0.1831234144E-01
     195.0887805         2.890992806        0.5174284405E-01     2.529913488       -0.3251400909E-01
     195.2258537         2.888967023        0.1322310713         2.531189115       -0.8335380031E-01
     195.3629268         2.885170931        0.2124859709         2.533584655       -0.1342193352
     195.5000000         2.879610152        0.2924096552         2.537101632       -0.1851632433
     195.5000000         2.879610152        0.2924096552         2.537101632       -0.1851632433
     195.6184615         2.873389062        0.3610861781         2.541046169       -0.2292454335
     195.7369231         2.865863293        0.4292995112         2.545831447       -0.2733883223
     195.8553846         2.857041603        0.4969648839         2.551459300       -0.3176045350
     195.9738462         2.846934177        0.5640024134         2.557931926       -0.3619089856
     196.0923077         2.835552835        0.6303058889         2.565251681       -0.4062931954
     196.2107692         2.822910659        0.6958351371         2.573421409       -0.4508064962
     196.3292308         2.809021473        0.7605388399         2.582444881       -0.4954862568
     196.4476923         2.793900155        0.8243451151         2.592326511       -0.5403523222
     196.5661538         2.777562297        0.8872388987         2.603071688       -0.5854762568
     196.6846154         2.760023523        0.9492199217         2.614687387       -0.6309417645
     196.8030769         2.741300060         1.010214334         2.627181654       -0.6767663917
     196.9215385         2.721408906         1.070204993         2.640563495       -0.7230217939
     197.0400000         2.700367849         1.129116880         2.654842844       -0.7697217870
     197.1584615         2.678196605         1.186814524         2.670029438       -0.8168199773
     197.2769231         2.654916960         1.243209504         2.686132644       -0.8643125516
     197.3953846         2.630552201         1.298226976         2.703161957       -0.9122051320
     197.5138462         2.605126416         1.351852121         2.721127660       -0.9605622360
     197.6323077         2.578663755         1.404088578         2.740041610        -1.009471790
     197.7507692         2.551188953         1.454867918         2.759916745        -1.058945594
     197.8692308         2.522728298         1.504094644         2.780766035        -1.108962392
     197.9876923         2.493310832         1.551576526         2.802601071        -1.159387192
     198.1061538         2.462967981         1.597257925         2.825432328        -1.210227372
     198.2246154         2.431731072         1.641206057         2.849271893        -1.261631331
     198.3430769         2.399629736         1.683531830         2.874135407        -1.313806740
     198.4615385         2.366694319         1.724054831         2.900039362        -1.366620159
     198.5800000         2.332957713         1.762697399         2.926998991        -1.420062723
     198.6984615         2.298454647         1.799355713         2.955028953        -1.474072825
     198.8169231         2.263225417         1.833570943         2.984138406        -1.528132272
     198.9353846         2.227308349         1.866016555         3.014340738        -1.583195704
     199.0538462         2.190740596         1.896162737         3.045652685        -1.638641559
     199.1723077         2.153571543         1.923311175         3.078076539        -1.693608336
     199.2907692         2.115853846         1.947853559         3.111611390        -1.748644763
     199.4092308         2.077649297         1.968510819         3.146243766        -1.801921102
     199.5276923         2.039034430         1.985114866         3.181939302        -1.853178651
     199.6461538         2.000096279         1.996852658         3.218647368        -1.901078676
     199.7646154         1.960975850         1.999159050         3.256228090        -1.937915864
     199.8830769         1.921845769         1.993486247         3.294480181        -1.965322198
     200.0015385         1.882863197         1.980137982         3.333214145        -1.983055882
     200.1200000         1.844188255         1.958677814         3.372219800        -1.989439323
     200.1625000         1.830418866         1.948061269         3.386234957        -1.987016375
     200.2050000         1.816722817         1.936933373         3.400233925        -1.983887723
     200.2475000         1.803106121         1.924715837         3.414207400        -1.978921192
     200.2900000         1.789574970         1.911935560         3.428145336        -1.973046702
     200.3325000         1.776138750         1.897166795         3.442031087        -1.963461125
     200.3750000         1.762806840         1.881836250         3.455847482        -1.952835030
     200.4175000         1.749583847         1.865876710         3.469586108        -1.940980587
     200.4600000         1.736474999         1.849178357         3.483236913        -1.927621494
     200.5025000         1.723484734         1.832073019         3.496790995        -1.913361597
     200.5450000         1.710618596         1.813916973         3.510236783        -1.896837340
     200.5875000         1.697881982         1.795391118         3.523562549        -1.879372007
     200.6300000         1.685278314         1.776374478         3.536760190        -1.860664379
     200.6725000         1.672810918         1.757010428         3.549821426        -1.840963547
     200.7150000         1.660482508         1.737326916         3.562738917        -1.820282553
     200.7575000         1.648295672         1.717326618         3.575505249        -1.798582461
     200.8000000         1.636252831         1.697050779         3.588113045        -1.775908750
     200.8425000         1.624355001         1.676850319         3.600557699        -1.752995628
     200.8850000         1.612602924         1.656448472         3.612834973        -1.729205006
     200.9275000         1.600997613         1.636038531         3.624939811        -1.704938206
     200.9700000         1.589539743         1.615518624         3.636867696        -1.679939077
     201.0125000         1.578230276         1.594904126         3.648613255        -1.654214379
     201.0550000         1.567068822         1.574556471         3.660174035        -1.628579424
     201.0975000         1.556055017         1.554102949         3.671547388        -1.602153966
     201.1400000         1.545187726         1.534128215         3.682732391        -1.576304191
     201.1825000         1.534465745         1.514063492         3.693728202        -1.549676403
     201.2250000         1.523888860         1.494189882         3.704531555        -1.522930257
     201.2675000         1.513456271         1.474389001         3.715140497        -1.495771949
     201.3100000         1.503167880         1.454573891         3.725551275        -1.467975339
     201.3525000         1.493021016         1.435557108         3.735766447        -1.441558231
     201.3950000         1.483012932         1.416545493         3.745788812        -1.414560759
     201.4375000         1.473142432         1.397884364         3.755617343        -1.387851026
     201.4800000         1.463408350         1.379217317         3.765250919        -1.360525180
     201.5225000         1.453808946         1.361058990         3.774689900        -1.333907727
     201.5650000         1.444340988         1.343317716         3.783938576        -1.307787842
     201.6075000         1.435002869         1.325617229         3.792997104        -1.281191009
     201.6500000         1.425792200         1.308552353         3.801867777        -1.255699682
     201.6925000         1.416706394         1.291584630         3.810553509        -1.229903092
     201.7350000         1.407742907         1.275235528         3.819057228        -1.205216571
     201.7775000         1.398899349         1.258939504         3.827381560        -1.180131939
     201.8200000         1.390174106         1.243035988         3.835527128        -1.155583321
     201.9057500         1.372918399         1.212002063         3.851433956        -1.107401996
     201.9915000         1.356112270         1.182487981         3.866657586        -1.061489258
     202.0772500         1.339734131         1.154418561         3.881231273        -1.017833619
     202.1630000         1.323762569         1.127836248         3.895190477       -0.9767613182
     202.2487500         1.308178765         1.102324572         3.908565700       -0.9372398002
     202.3345000         1.292969707         1.077464856         3.921372469       -0.8981599157
     202.4202500         1.278121189         1.053837822         3.933631754       -0.8614137437
     202.5060000         1.263614540         1.031505832         3.945380294       -0.8273789566
     202.5917500         1.249431883         1.010296632         3.956654877       -0.7957008499
     202.6775000         1.235558210        0.9899740238         3.967485589       -0.7657869700
     202.7632500         1.221981030        0.9704152087         3.977896434       -0.7373685203
     202.8490000         1.208689938        0.9514457934         3.987906266       -0.7099828230
     202.9347500         1.195677241        0.9328525371         3.997526359       -0.6830064011
     203.0205000         1.182935059        0.9148765811         4.006769693       -0.6573183428
     203.1062500         1.170454389        0.8974453403         4.015654161       -0.6327610648
     203.1920000         1.158228858        0.8802552495         4.024189732       -0.6083514497
     203.2777500         1.146252837        0.8635049064         4.032384578       -0.5848210263
     203.3635000         1.134519565        0.8471662746         4.040251610       -0.5621355969
     203.4492500         1.123023921        0.8310324699         4.047798743       -0.5396090703
     203.5350000         1.111762219        0.8151052086         4.055029353       -0.5172717796
     203.6207500         1.100729853        0.7995203006         4.061950642       -0.4956586319
     203.7065000         1.089922059        0.7841703199         4.068571014       -0.4744163821
     203.7922500         1.079335470        0.7689619513         4.074894212       -0.4532223307
     203.8780000         1.068966506        0.7540232612         4.080925220       -0.4325868703
     203.9637500         1.058811582        0.7392309837         4.086669500       -0.4120749201
     204.0495000         1.048868205        0.7245514657         4.092128762       -0.3915744964
     204.1352500         1.039134177        0.7099783370         4.097303845       -0.3710741197
     204.2210000         1.029606648        0.6956167385         4.102198476       -0.3510142716
     204.3067500         1.020282438        0.6814143931         4.106818126       -0.3312165007
     204.3925000         1.011158745        0.6673707204         4.111167174       -0.3117036068
     204.4782500         1.002232785        0.6534868811         4.115250326       -0.2925059507
     204.5640000        0.9935017682        0.6397661775         4.119072730       -0.2736632813
     204.6497500        0.9849628497        0.6262162613         4.122640161       -0.2552343833
     204.7355000        0.9766137428        0.6127504591         4.125956482       -0.2368817135
     204.8212500        0.9684520774        0.5994700698         4.129026288       -0.2190558439
     204.9070000        0.9604746917        0.5863947548         4.131857949       -0.2018720353
     204.9927500        0.9526782537        0.5735333425         4.134461049       -0.1854015403
     205.0785000        0.9450594011        0.5608848794         4.136845804       -0.1696733408
     205.1642500        0.9376147893        0.5484508739         4.139022842       -0.1547258477
     205.2500000        0.9303413139        0.5361974506         4.141002196       -0.1404384235
     205.3687500        0.9205455492        0.5195552695         4.143436502       -0.1219149699
     205.4875000        0.9110630381        0.5034116582         4.145544302       -0.1054673493
     205.6062500        0.9018850630        0.4875998667         4.147358500       -0.9041990455E-01
     205.7250000        0.8930046029        0.4721111568         4.148905614       -0.7677304175E-01
     205.8437500        0.8844143843        0.4569894097         4.150214364       -0.6477605872E-01
     205.9625000        0.8761069639        0.4422167092         4.151315340       -0.5439302801E-01
     206.0812500        0.8680755172        0.4277512358         4.152237212       -0.4546276834E-01
     206.2000000        0.8603142906        0.4135257215         4.153004326       -0.3768739515E-01
     206.3187500        0.8528180349        0.3995588712         4.153639209       -0.3117468502E-01
     206.4375000        0.8455814677        0.3858413818         4.154165123       -0.2590327776E-01
     206.5562500        0.8386007308        0.3722337269         4.154598813       -0.2119298193E-01
     206.6750000        0.8318732550        0.3587400768         4.154950881       -0.1706062275E-01
     206.7937500        0.8253960784        0.3454030195         4.155234105       -0.1372884197E-01
     206.9125000        0.8191668813        0.3321143156         4.155458295       -0.1065503861E-01
     207.0312500        0.8131842529        0.3188868264         4.155628762       -0.7894259410E-02
     207.1500000        0.8074463648        0.3057563405         4.155753017       -0.5632324983E-02
     207.2687500        0.8019516788        0.2926585214         4.155837262       -0.3542566909E-02
     207.3875000        0.7966991306        0.2796087611         4.155885343       -0.1695858169E-02
     207.5062500        0.7916873341        0.2666293190         4.155902822       -0.2091905522E-03
     207.6250000        0.7869146946        0.2537230377         4.155896520        0.8962741409E-03
     207.7437500        0.7823801549        0.2408307562         4.155870565        0.1934420377E-02
     207.8625000        0.7780830060        0.2279756648         4.155827305        0.2785086250E-02
     207.9812500        0.7740222113        0.2151721766         4.155770926        0.3367484500E-02
     208.1000000        0.7701969548        0.2023836680         4.155704559        0.3876893627E-02
     208.2187500        0.7666066390        0.1896245684         4.155630235        0.4238213961E-02
     208.3375000        0.7632504933        0.1769009943         4.155550993        0.4415800646E-02
     208.4562500        0.7601277102        0.1642123523         4.155470199        0.4409573169E-02
     208.5750000        0.7572378251        0.1515233416         4.155389434        0.4414443126E-02
     208.6937500        0.7545804944        0.1388573722         4.155309673        0.4301392136E-02
     208.8125000        0.7521551795        0.1262136993         4.155233061        0.4071807484E-02
     208.9312500        0.7499615225        0.1135746552         4.155160832        0.3823497639E-02
     209.0500000        0.7479992658        0.1009482098         4.155093728        0.3512591730E-02
     209.1687500        0.7462680783        0.8833562368E-01     4.155032975        0.3129978961E-02
     209.2875000        0.7447677193        0.7572701093E-01     4.154979388        0.2729676930E-02
     209.4062500        0.7434980159        0.6312599622E-01     4.154933466        0.2292328369E-02
     209.5250000        0.7424587738        0.5053245929E-01     4.154895892        0.1816947117E-02
     209.6437500        0.7416498134        0.3794605527E-01     4.154867360        0.1303708558E-02
     209.7625000        0.7410710372        0.2535929415E-01     4.154848169        0.7954025931E-03
     209.8812500        0.7407223997        0.1277506650E-01     4.154838385        0.2747952101E-03
     210.0000000        0.7406038423        0.1930768898E-03     4.154838234       -0.2583206925E-03
     210.1187500        0.7407153391       -0.1238891135E-01     4.154847831       -0.7914268188E-03
     210.2375000        0.7410569158       -0.2497313275E-01     4.154867061       -0.1312016583E-02
     210.3562500        0.7416286308       -0.3755988269E-01     4.154895699       -0.1820297063E-02
     210.4750000        0.7424305294       -0.5014627282E-01     4.154933677       -0.2333490157E-02
     210.5937500        0.7434627090       -0.6273979070E-01     4.154980696       -0.2808817722E-02
     210.7125000        0.7447253489       -0.7534078097E-01     4.155036064       -0.3246104326E-02
     210.8312500        0.7462186432       -0.8794936396E-01     4.155099096       -0.3646334825E-02
     210.9500000        0.7479427645       -0.1005619171         4.155169293       -0.4028855634E-02
     211.0687500        0.7498979536       -0.1131883231         4.155245841       -0.4339660560E-02
     211.1875000        0.7520845410       -0.1258273217         4.155327513       -0.4587858670E-02
     211.3062500        0.7545027843       -0.1384709456         4.155413567       -0.4817310135E-02
     211.4250000        0.7571530411       -0.1511368579         4.155502769       -0.4930217529E-02
     211.5437500        0.7600358497       -0.1638258030         4.155592974       -0.4925192689E-02
