    #theta              beta_x             alpha_x              beta_y             alpha_y
     65.95050000         1.048601170       -0.7240987337         4.092562314        0.3910872375
     66.03625000         1.058538361       -0.7387752651         4.087109660        0.4115908267
     66.12200000         1.068687051       -0.7535645080         4.081371950        0.4321060732
     66.20775000         1.079049732       -0.7685001051         4.075347475        0.4527449676
     66.29350000         1.089629986       -0.7837052712         4.069030771        0.4739425718
     66.37925000         1.100431394       -0.7990519500         4.062416852        0.4951883541
     66.46500000         1.111457318       -0.8146334268         4.055501976        0.5168050413
     66.55075000         1.122712522       -0.8305571111         4.048277739        0.5391459779
     66.63650000         1.134201610       -0.8466872404         4.040736937        0.5616762381
     66.72225000         1.145928266       -0.8630221381         4.032876192        0.5843656296
     66.80800000         1.157897609       -0.8797686409         4.024687586        0.6079003682
     66.89375000         1.170116400       -0.8969547573         4.016158202        0.6323145942
     66.97950000         1.182590264       -0.9143819061         4.007279866        0.6568765556
     67.06525000         1.195325570       -0.9323535320         3.998042609        0.6825693973
     67.15100000         1.208331321       -0.9509422318         3.988428534        0.7095508548
     67.23675000         1.221615392       -0.9699069817         3.978424658        0.7369418914
     67.32250000         1.235185475       -0.9894609547         3.968019701        0.7653660577
     67.40825000         1.249051969        -1.009778363         3.957194809        0.7952857015
     67.49400000         1.263227360        -1.030981884         3.945925975        0.8269694240
     67.57975000         1.277726649        -1.053307659         3.934183115        0.8610098621
     67.66550000         1.292567705        -1.076928030         3.921929438        0.8977622513
     67.75125000         1.307769195        -1.101780797         3.909128194        0.9368493263
     67.83700000         1.323345319        -1.127285431         3.895758398        0.9763787755
     67.92275000         1.339309088        -1.153860289         3.881804519         1.017459358
     68.00850000         1.355679312        -1.181921586         3.867236048         1.061123459
     68.09425000         1.372477396        -1.211426969         3.852017521         1.107045071
     68.18000000         1.389724918        -1.242451719         3.836115676         1.155236059
     68.22250000         1.398446052        -1.258350466         3.827972531         1.179789580
     68.26500000         1.407285462        -1.274641514         3.819650588         1.204879088
     68.30750000         1.416244764        -1.290985539         3.811149227         1.229570307
     68.35000000         1.425326345        -1.307947889         3.802465823         1.255371631
     68.39250000         1.434532748        -1.325007304         3.793597447         1.280867617
     68.43500000         1.443866559        -1.342702081         3.784541184         1.307469296
     68.47750000         1.453330166        -1.360437630         3.775294741         1.333594069
     68.52000000         1.462925176        -1.378590106         3.765857960         1.360216648
     68.56250000         1.472654819        -1.397251152         3.756226550         1.387547902
     68.60500000         1.482520835        -1.415906303         3.746400146         1.414263119
     68.64750000         1.492524390        -1.434911815         3.736379873         1.441266221
     68.69000000         1.502666679        -1.453922471         3.726166754         1.467688925
     68.73250000         1.512950448        -1.473731123         3.715757991         1.495491317
     68.77500000         1.523378368        -1.493525499         3.705151024         1.522655300
     68.81750000         1.533950534        -1.513392550         3.694349609         1.549407103
     68.86000000         1.544667748        -1.533450617         3.683355697         1.576040569
     68.90250000         1.555530222        -1.553418711         3.672172555         1.601895976
     68.94500000         1.566539161        -1.573865412         3.660801023         1.628327237
     68.98750000         1.577695699        -1.594206276         3.649242025         1.653967962
     69.03000000         1.589000200        -1.614813861         3.637498208         1.679698490
     69.07250000         1.600453053        -1.635326854         3.625572025         1.704703362
     69.11500000         1.612053296        -1.655729887         3.613468850         1.728975814
     69.15750000         1.623800256        -1.676124795         3.601193200         1.752772042
     69.20000000         1.635692918        -1.696318370         3.588750131         1.775690687
     69.24250000         1.647730541        -1.716587260         3.576143881         1.798369900
     69.28500000         1.659912109        -1.736580692         3.563379060         1.820075397
     69.32750000         1.672235202        -1.756257433         3.550463040         1.840761680
     69.37000000         1.684697233        -1.775614806         3.537403240         1.860467683
     69.41250000         1.697295489        -1.794624872         3.524206999         1.879180355
     69.45500000         1.710026643        -1.813144305         3.510882597         1.896650554
     69.49750000         1.722887277        -1.831294058         3.497438141         1.913179582
     69.54000000         1.735871995        -1.848393496         3.483885358         1.927443964
     69.58250000         1.748975255        -1.865086119         3.470235821         1.940807492
     69.62500000         1.762192621        -1.881040210         3.456498431         1.952666194
     69.66750000         1.775518867        -1.896365531         3.442683243         1.963296379
     69.71000000         1.788949387        -1.911129244         3.428798671         1.972885846
     69.75250000         1.802474805        -1.923905156         3.414861889         1.978763544
     69.79500000         1.816085740        -1.936118473         3.400889545         1.983733041
     69.83750000         1.829776000        -1.947242518         3.386891688         1.986864307
     69.88000000         1.843539576        -1.957855398         3.372877625         1.989289766
     70.01707317         1.888303020        -1.982298406         3.327766491         1.981470735
     70.15414634         1.933464443        -1.996998070         3.283029965         1.960520925
     70.29121951         1.978742509        -1.997282245         3.239045248         1.919986721
     70.42829268         2.023873305        -1.989176203         3.196130230         1.871153677
     70.56536585         2.068664793        -1.972704002         3.154465603         1.814625823
     70.70243902         2.112941675        -1.949130640         3.114196193         1.752765812
     70.83951220         2.156570030        -1.920702511         3.075398971         1.689075920
     70.97658537         2.199459445        -1.888910181         3.038086954         1.625649602
     71.11365854         2.241529898        -1.853108320         3.002260018         1.561546686
     71.25073171         2.282709498        -1.814623872         2.967909502         1.498439621
     71.38780488         2.322936909        -1.773020235         2.935015683         1.435649555
     71.52487805         2.362151419        -1.728768573         2.903561094         1.373658300
     71.66195122         2.400299696        -1.682035169         2.873521943         1.312563509
     71.79902439         2.437330898        -1.632863135         2.844874415         1.252288141
     71.93609756         2.473197687        -1.581514768         2.817593658         1.193019767
     72.07317073         2.507853118        -1.527755449         2.791657312         1.134369547
     72.21024390         2.541248105        -1.471625823         2.767048257         1.076274633
     72.34731707         2.573336327        -1.413332408         2.743748998         1.018849371
     72.48439024         2.604075875        -1.353066336         2.721740062        0.9621766704
     72.62146341         2.633428189        -1.290941261         2.701001382        0.9062469115
     72.75853659         2.661355910        -1.226957234         2.681514660        0.8509300809
     72.89560976         2.687821956        -1.161146596         2.663264248        0.7961360741
     73.03268293         2.712791031        -1.093648180         2.646235569        0.7418764794
     73.16975610         2.736230951        -1.024614626         2.630413917        0.6881693377
     73.30682927         2.758113210       -0.9542387401         2.615783987        0.6350689132
     73.44390244         2.778411466       -0.8825374451         2.602331408        0.5824548997
     73.58097561         2.797100709       -0.8096307727         2.590043570        0.5303055254
     73.71804878         2.814156695       -0.7354846143         2.578910089        0.4784586184
     73.85512195         2.829555526       -0.6601831311         2.568923162        0.4268588193
     73.99219512         2.843274886       -0.5838047877         2.560076438        0.3754465861
     74.12926829         2.855293974       -0.5064287030         2.552365058        0.3241622089
     74.26634146         2.865594042       -0.4281836104         2.545785205        0.2729870429
     74.40341463         2.874159096       -0.3492124915         2.540333510        0.2219150658
     74.54048780         2.880975915       -0.2696476334         2.536007060        0.1709270055
     74.67756098         2.886033976       -0.1896251683         2.532803543        0.1200035703
     74.81463415         2.889325670       -0.1092977540         2.530721054        0.6914298575E-01
     74.95170732         2.890846224       -0.2879549813E-01     2.529758170        0.1831919685E-01
     75.08878049         2.890593312        0.5176478526E-01     2.529914352       -0.3250607375E-01
     75.22585366         2.888567203        0.1322389380         2.531189791       -0.8334477704E-01
     75.36292683         2.884771098        0.2124797143         2.533585117       -0.1342091682
     75.50000000         2.879210621        0.2923891964         2.537101852       -0.1851518306
     75.50000000         2.879210621        0.2923891964         2.537101852       -0.1851518306
     75.61846154         2.872990045        0.3610534320         2.541046156       -0.2292328834
     75.73692308         2.865465026        0.4292544917         2.545831177       -0.2733745838
     75.85538462         2.856644321        0.4969076787         2.551458750       -0.3175896061
     75.97384615         2.846538114        0.5639331157         2.557931072       -0.3618928459
     76.09230769         2.835158222        0.6302246790         2.565250498       -0.4062758908
     76.21076923         2.822517722        0.6957422554         2.573419876       -0.4507881206
     76.32923077         2.808630435        0.7604346172         2.582442975       -0.4954669780
     76.44769231         2.793511232        0.8242299227         2.592324217       -0.5403323366
     76.56615385         2.777175697        0.8871131354         2.603068993       -0.5854557868
     76.68461538         2.759639447        0.9490840204         2.614684282       -0.6309210690
     76.80307692         2.740918703         1.010068593         2.627178134       -0.6767455970
     76.92153846         2.721030459         1.070049531         2.640559556       -0.7230008534
     77.04000000         2.699992501         1.128951701         2.654838480       -0.7697005278
     77.15846154         2.677824548         1.186639518         2.670024637       -0.8167980849
     77.27692308         2.654548385         1.243024933         2.686127392       -0.8642900563
     77.39538462         2.630187294         1.298033055         2.703156241       -0.9121820091
     77.51384615         2.604765357         1.351649360         2.721121467       -0.9605387595
     77.63230769         2.578306715         1.403877309         2.740034932        -1.009448062
     77.75076923         2.550836103         1.454648234         2.759909573        -1.058921447
     77.86923077         2.522379805         1.503866445         2.780758354        -1.108937426
     77.98769231         2.492966867         1.551339910         2.802592860        -1.159361169
     78.10615385         2.462628709         1.597013268         2.825423564        -1.210200348
     78.22461538         2.431396649         1.640954005         2.849262558        -1.261603690
     78.34307692         2.399300308         1.683272862         2.874125487        -1.313778715
     78.46153846         2.366370027         1.723789047         2.900028844        -1.366591498
     78.58000000         2.332638699         1.762424727         2.926987854        -1.420032930
     78.69846154         2.298141049         1.799076446         2.955017170        -1.474041810
     78.81692308         2.262917364         1.833285845         2.984125954        -1.528100484
     78.93538462         2.227005960         1.865726166         3.014327600        -1.583163445
     79.05384615         2.190443980         1.895867289         3.045638845        -1.638608630
     79.17230769         2.153280805         1.923011098         3.078061980        -1.693574671
     79.29076923         2.115569081         1.947549388         3.111596094        -1.748610527
     79.40923077         2.077370588         1.968203207         3.146227718        -1.801886400
     79.52769231         2.038761852         1.984804007         3.181922481        -1.853142853
     79.64615385         1.999829902         1.996539004         3.218629743        -1.901041330
     79.76461538         1.960715719         1.998844481         3.256209636        -1.937877897
     79.88307692         1.921591893         1.993172589         3.294460893        -1.965284873
     80.00153846         1.882615556         1.979826232         3.333194033        -1.983019202
     80.12000000         1.843946806         1.958369184         3.372198876        -1.989403609
     80.16250000         1.830179622         1.947754275         3.386213746        -1.986981286
     80.20500000         1.816485768         1.936628083         3.400212433        -1.983853278
     80.24750000         1.802871254         1.924412391         3.414185630        -1.978887408
     80.29000000         1.789342272         1.911633993         3.428123293        -1.973013524
     80.33250000         1.775908208         1.896867372         3.442008775        -1.963428604
     80.37500000         1.762578439         1.881539033         3.455824906        -1.952803163
     80.41750000         1.749357570         1.865581786         3.469563274        -1.940949407
     80.46000000         1.736250829         1.848885839         3.483213825        -1.927591064
     80.50250000         1.723262656         1.831782977         3.496767658        -1.913331976
     80.54500000         1.710398590         1.813629571         3.510213204        -1.896808625
     80.58750000         1.697664029         1.795106402         3.523538735        -1.879344224
     80.63000000         1.685062395         1.776092500         3.536736147        -1.860637543
     80.67250000         1.672597013         1.756731222         3.549797162        -1.840937669
     80.71500000         1.660270596         1.737050514         3.562714439        -1.820257647
     80.75750000         1.648085733         1.717053051         3.575480564        -1.798558546
     80.80000000         1.636044844         1.696780077         3.588088161        -1.775885850
     80.84250000         1.624148946         1.676582442         3.600532624        -1.752973714
     80.88500000         1.612398779         1.656183439         3.612809714        -1.729184095
     80.92750000         1.600795357         1.635776321         3.624914375        -1.704918287
     80.97000000         1.589339356         1.615259230         3.636842091        -1.679920140
     81.01250000         1.578031737         1.594647538         3.648587489        -1.654196413
     81.05500000         1.566872111         1.574302636         3.660148115        -1.628562412
     81.09750000         1.555860113         1.553851877         3.671521320        -1.602137944
     81.14000000         1.544994608         1.533879828         3.682706184        -1.576289142
     81.18250000         1.534274393         1.513817794         3.693701864        -1.549662350
     81.22500000         1.523699255         1.493946828         3.704505093        -1.522917184
     81.26750000         1.513268392         1.474148564         3.715113919        -1.495759846
     81.31000000         1.502981708         1.454336039         3.725524588        -1.467964165
     81.35250000         1.492836532         1.435321696         3.735739658        -1.441547892
     81.39500000         1.482830118         1.416312512         3.745761926        -1.414551266
     81.43750000         1.472961270         1.397653761         3.755590369        -1.387842386
     81.48000000         1.463228820         1.378989108         3.765223862        -1.360517467
     81.52250000         1.453631032         1.360833118         3.774662769        -1.333900985
     81.56500000         1.444164672         1.343094134         3.783911377        -1.307782111
     81.60750000         1.434828133         1.325395932         3.792969847        -1.281186325
     81.65000000         1.425619027         1.308333235         3.801840468        -1.255695990
     81.69250000         1.416534767         1.291367648         3.810526155        -1.229900348
     81.73500000         1.407572811         1.275020547         3.819029837        -1.205214634
     81.77750000         1.398730769         1.258726470         3.827354138        -1.180130708
     81.82000000         1.390007026         1.242824804         3.835499679        -1.155582683
     81.90575000         1.372754305         1.211794420         3.851406467        -1.107402435
     81.99150000         1.355951107         1.182283696         3.866630075        -1.061490847
     82.07725000         1.339575848         1.154217394         3.881203757        -1.017836234
     82.16300000         1.323607118         1.127637899         3.895162970       -0.9767646609
     82.24875000         1.308026104         1.102128878         3.908538215       -0.9372438186
     82.33450000         1.292819792         1.077271800         3.921345018       -0.8981648545
     82.42025000         1.277973978         1.053647317         3.933604353       -0.8614198312
     82.50600000         1.263469995         1.031317694         3.945352960       -0.8273861395
     82.59175000         1.249289967         1.010110624         3.956627625       -0.7957088436
     82.67750000         1.235418890        0.9897899336         3.967458428       -0.7657954595
     82.76325000         1.221844274        0.9702328809         3.977869372       -0.7373773213
     82.84900000         1.208555720        0.9512651666         3.987879308       -0.7099919868
     82.93475000         1.195545531        0.9326735724         3.997499512       -0.6830159784
     83.02050000         1.182805832        0.9146991904         4.006742962       -0.6573283021
     83.10625000         1.170327618        0.8972694234         4.015627553       -0.6327713016
     83.19200000         1.158104519        0.8800807615         4.024163251       -0.6083619383
     83.27775000         1.146130908        0.8633317965         4.032358227       -0.5848317879
     83.36350000         1.134400022        0.8469945041         4.040225395       -0.5621466837
     83.44925000         1.122906742        0.8308620214         4.047772669       -0.5396205374
     83.53500000         1.111647383        0.8149360437         4.055003426       -0.5172836063
     83.62075000         1.100617339        0.7993523611         4.061924868       -0.4956707717
     83.70650000         1.089811847        0.7840035532         4.068545397       -0.4744287672
     83.79225000         1.079227541        0.7687963185         4.074868754       -0.4532349082
     83.87800000         1.068860841        0.7538587183         4.080899925       -0.4325996110
     83.96375000         1.058708163        0.7390675096         4.086644371       -0.4120878367
     84.04950000         1.048767015        0.7243890440         4.092103801       -0.3915876077
     84.13525000         1.039035198        0.7098169379         4.097279056       -0.3710873908
     84.22100000         1.029509865        0.6954563302         4.102173861       -0.3510276948
     84.30675000         1.020187834        0.6812549498         4.106793686       -0.3312300723
     84.39250000         1.011066304        0.6672122140         4.111142913       -0.3117173129
     84.47825000         1.002142492        0.6533292825         4.115226246       -0.2925197716
     84.56400000        0.9934136087        0.6396094581         4.119048832       -0.2736771998
     84.64975000        0.9848768096        0.6260603929         4.122616447       -0.2552483833
     84.73550000        0.9765298082        0.6125954252         4.125932953       -0.2368957986
     84.82125000        0.9683702351        0.5993158443         4.129002946       -0.2190700096
     84.90700000        0.9603949286        0.5862413076         4.131834794       -0.2018862653
     84.99275000        0.9526005575        0.5733806429         4.134438083       -0.1854158147
     85.07850000        0.9449837599        0.5607328955         4.136823027       -0.1696876312
     85.16425000        0.9375411917        0.5482995733         4.139000254       -0.1547401209
     85.25000000        0.9302697490        0.5360468069         4.140979798       -0.1404526583
     85.36875000        0.9204767820        0.5194054917         4.143414364       -0.1219291181
     85.48750000        0.9109970499        0.5032626860         4.145522423       -0.1054813576
     85.60625000        0.9018218360        0.4874516616         4.147336877       -0.9043375679E-01
     85.72500000        0.8929441203        0.4719636840         4.148884244       -0.7678672775E-01
     85.84375000        0.8843566301        0.4568426298         4.150193245       -0.6478955192E-01
     85.96250000        0.8760519228        0.4420705968         4.151294468       -0.5440635280E-01
     86.08125000        0.8680231748        0.4276057701         4.152216583       -0.4547595026E-01
     86.20000000        0.8602646327        0.4133808856         4.152983939       -0.3770045452E-01
     86.31875000        0.8527710480        0.3994146370         4.153619061       -0.3118758620E-01
     86.43750000        0.8455371389        0.3856977202         4.154145210       -0.2591596797E-01
     86.55625000        0.8385590476        0.3720906222         4.154579131       -0.2120543472E-01
     86.67500000        0.8318342056        0.3585975117         4.154931425       -0.1707280149E-01
     86.79375000        0.8253596513        0.3452609774         4.155214870       -0.1374071784E-01
     86.91250000        0.8191330653        0.3319727949         4.155439277       -0.1066663192E-01
     87.03125000        0.8131530369        0.3187458257         4.155609954       -0.7905594704E-02
     87.15000000        0.8074177378        0.3056158562         4.155734414       -0.5643418737E-02
     87.26875000        0.8019256300        0.2925185582         4.155818861       -0.3553467543E-02
     87.38750000        0.7966756490        0.2794693213         4.155867141       -0.1706603083E-02
     87.50625000        0.7916664090        0.2664904018         4.155884816       -0.2198025262E-03
     87.62500000        0.7868963152        0.2535846420         4.155878708        0.8857759057E-03
     87.74375000        0.7823643106        0.2406928850         4.155852945        0.1924002167E-02
     87.86250000        0.7780696862        0.2278383175         4.155809876        0.2774730550E-02
     87.98125000        0.7740114055        0.2150353508         4.155753685        0.3357185871E-02
     88.10000000        0.7701886525        0.2022473642         4.155687507        0.3866632802E-02
     88.21875000        0.7666008300        0.1894887848         4.155613370        0.4227985478E-02
     88.33750000        0.7632471672        0.1767657277         4.155534315        0.4405605627E-02
     88.45625000        0.7601268570        0.1640775994         4.155453708        0.4399417243E-02
     88.57500000        0.7572394348        0.1513891035         4.155373128        0.4404306967E-02
     88.69375000        0.7545845569        0.1387236462         4.155293553        0.4291277583E-02
     88.81250000        0.7521616850        0.1260804831         4.155217126        0.4061716317E-02
     88.93125000        0.7499704612        0.1134419487         4.155145082        0.3813419117E-02
     89.05000000        0.7480106278        0.1008160111         4.155078162        0.3502525259E-02
     89.16875000        0.7462818542        0.8820393080E-01     4.155017593        0.3119925349E-02
     89.28750000        0.7447838994        0.7559582380E-01     4.154964190        0.2719625781E-02
     89.40625000        0.7435165908        0.6299531314E-01     4.154918451        0.2282279002E-02
     89.52500000        0.7424797339        0.5040227847E-01     4.154881062        0.1806899766E-02
     89.64375000        0.7416731495        0.3781637502E-01     4.154852713        0.1293663349E-02
     89.76250000        0.7410967399        0.2523011448E-01     4.154833705        0.7853488695E-03
     89.88125000        0.7407504599        0.1264638568E-01     4.154824105        0.2647329564E-03
     90.00000000        0.7406342508        0.6489318277E-04     4.154824139       -0.2683914999E-03
     90.11875000        0.7407480869       -0.1251659787E-01     4.154833920       -0.8015165396E-03
     90.23750000        0.7410919937       -0.2510032394E-01     4.154853335       -0.1322125254E-02
     90.35625000        0.7416660300       -0.3768658043E-01     4.154882158       -0.1830424619E-02
     90.47500000        0.7424702410       -0.5027247689E-01     4.154920321       -0.2343647286E-02
     90.59375000        0.7435047242       -0.6286550318E-01     4.154967526       -0.2819004439E-02
     90.71250000        0.7447696589       -0.7546600403E-01     4.155023081       -0.3256320369E-02
     90.83125000        0.7462652393       -0.8807409962E-01     4.155086300       -0.3656580868E-02
     90.95000000        0.7479916382       -0.1006861654         4.155156685       -0.4039141858E-02
     91.06875000        0.7499490963       -0.1133120869         4.155233421       -0.4349986127E-02
     91.18750000        0.7521379444       -0.1259506034         4.155315282       -0.4598223867E-02
     91.30625000        0.7545584399       -0.1385937452         4.155401527       -0.4827725077E-02
     91.42500000        0.7572109407       -0.1512591792         4.155490920       -0.4940680445E-02
     91.54375000        0.7600959852       -0.1639476496         4.155581317       -0.4935701900E-02
     91.66250000        0.7632139167       -0.1766357478         4.155671743       -0.4941807993E-02
     91.78125000        0.7665651998       -0.1893587723         4.155760616       -0.4764084539E-02
     91.90000000        0.7701506417       -0.2021173158         4.155844572       -0.4402610282E-02
     92.01875000        0.7739710128       -0.2149052619         4.155920570       -0.3893029660E-02
     92.13750000        0.7780269104       -0.2277081821         4.155986579       -0.3310442519E-02
     92.25625000        0.7823191504       -0.2405626966         4.156039468       -0.2459564279E-02
     92.37500000        0.7868487689       -0.2534543929         4.156075050       -0.1421182967E-02
     92.49375000        0.7916164748       -0.2663600827         4.156090979       -0.3154626097E-03
     92.61250000        0.7966233250       -0.2793389210         4.156083125        0.1171494055E-02
     92.73125000        0.8018709139       -0.2923880642         4.156044666        0.3018527106E-02
     92.85000000        0.8073606272       -0.3054852550         4.155970042        0.5108642964E-02
     92.96875000        0.8130935288       -0.3186151028         4.155855405        0.7370968353E-02
     93.08750000        0.8190711566       -0.3318419358         4.155694552        0.1013218870E-01
     93.20625000        0.8252953385       -0.3451299690         4.155479971        0.1320647773E-01
     93.32500000        0.8317674850       -0.3584663424         4.155206353        0.1653878905E-01
     93.44375000        0.8384899153       -0.3719592799         4.154863885        0.2067175604E-01
     93.56250000        0.8454655904       -0.3855661975         4.154439788        0.2538272824E-01
     93.68125000        0.8526970791       -0.3992829247         4.153923460        0.3065488535E-01
     93.80000000        0.8601882385       -0.4132489657         4.153298154        0.3716846678E-01
     93.91875000        0.8679443501       -0.4274736190         4.152540605        0.4494484326E-01
     94.03750000        0.8759706617       -0.4419381806         4.151628286        0.5387624226E-01
     94.15625000        0.8842729260       -0.4567099052         4.150536847        0.6426057896E-01
     94.27500000        0.8928579656       -0.4718306021         4.149237615        0.7625905725E-01
     94.39375000        0.9017332223       -0.4873181803         4.147699998        0.8990761626E-01
     94.51250000        0.9109059677       -0.5031287630         4.145895272        0.1049569502
     94.63125000        0.9203832211       -0.5192710839         4.143796915        0.1214066626
     94.75000000        0.9301736980       -0.5359118595         4.141372021        0.1399324764
     94.83575000        0.9374433351       -0.5481642075         4.139399440        0.1542217465
     94.92150000        0.9448840908       -0.5605970891         4.137229155        0.1691711994
     95.00725000        0.9524990689       -0.5732443721         4.134851132        0.1849014859
     95.09300000        0.9602916129       -0.5861045474         4.132254739        0.2013741961
     95.17875000        0.9682650844       -0.5991785676         4.129429761        0.2185603493
     95.26450000        0.9764228142       -0.6124576049         4.126366611        0.2363886899
     95.35025000        0.9847679636       -0.6259220013         4.123056918        0.2547439500
     95.43600000        0.9933029015       -0.6394704776         4.119496085        0.2731755148
     95.52175000         1.002029915       -0.6531896896         4.115680250        0.2920209617
     95.60750000         1.010951846       -0.6670719865         4.111603633        0.3112215022
     95.69325000         1.020071485       -0.6811140662         4.107261088        0.3307373849
     95.77900000         1.029391616       -0.6953147683         4.102647907        0.3505382478
     95.86475000         1.038915037       -0.7096746729         4.097759708        0.3706012913
     95.95050000         1.048644931       -0.7242460455         4.092591020        0.3911049881
     96.03625000         1.058584145       -0.7389237669         4.087138116        0.4116088067
     96.12200000         1.068734876       -0.7537142072         4.081400152        0.4321242327
     96.20775000         1.079099617       -0.7686510120         4.075375421        0.4527632626
     96.29350000         1.089681952       -0.7838574193         4.069058458        0.4739610270
     96.37925000         1.100485459       -0.7992053898         4.062444276        0.4952070728
     96.46500000         1.111513505       -0.8147882174         4.055529132        0.5168241385
     96.55075000         1.122770853       -0.8307133041         4.048304621        0.5391655175
     96.63650000         1.134262106       -0.8468448705         4.040763537        0.5616962411
     96.72225000         1.145990952       -0.8631812023         4.032902505        0.5843859806
     96.80800000         1.157962506       -0.8799291358         4.024713606        0.6079209166
     96.89375000         1.170183533       -0.8971166994         4.016183926        0.6323352542
     96.97950000         1.182659656       -0.9145453395         4.007305291        0.6568973683
     97.06525000         1.195397247       -0.9325185477         3.998067731        0.6825905033
     97.15100000         1.208405308       -0.9511088930         3.988453348        0.7095722778
     97.23675000         1.221691715       -0.9700752914         3.978449158        0.7369634953
     97.32250000         1.235264162       -0.9896309331         3.968043886        0.7653877244
     97.40825000         1.249133049        -1.009950161         3.957218673        0.7953076933
     97.49400000         1.263310864        -1.031155741         3.945949511        0.8269922347
     97.57975000         1.277812611        -1.053483809         3.934206306        0.8610339012
     97.66550000         1.292656163        -1.077106583         3.921952266        0.8977874839
     97.75125000         1.307860186        -1.101961724         3.909150642        0.9368752967
     97.83700000         1.323438880        -1.127468646         3.895780460        0.9764049876
     97.92275000         1.339405258        -1.154045917         3.881826187         1.017485854
     98.00850000         1.355778131        -1.182109893         3.867257316         1.061150597
     98.09425000         1.372578907        -1.211618141         3.852038376         1.107072958
     98.18000000         1.389829168        -1.242645830         3.836136108         1.155264460
     98.22250000         1.398551676        -1.258546112         3.827992748         1.179818295
     98.26500000         1.407392474        -1.274838793         3.819670589         1.204908269
     98.30750000         1.416353176        -1.291184527         3.811169006         1.229600110
     98.35000000         1.425436171        -1.308148716         3.802485376         1.255402237
     98.39250000         1.434644001        -1.325210022         3.793616766         1.280899100
     98.43500000         1.443979255        -1.342906772         3.784560263         1.307501697
     98.47750000         1.453444320        -1.360644291         3.775313573         1.333627325
     98.52000000         1.463040801        -1.378798751         3.765876539         1.360250662
     98.56250000         1.472771932        -1.397461797         3.756244870         1.387582569
     98.60500000         1.482639451        -1.416118921         3.746418203         1.414298325
     98.64750000         1.492644524        -1.435126434         3.736397662         1.441301923
     98.69000000         1.502788346        -1.454139107         3.726184272         1.467725118
     98.73250000         1.513073664        -1.473949893         3.715775233         1.495528096
     98.77500000         1.523503149        -1.493746444         3.705167986         1.522692718
     98.81750000         1.534076897        -1.513615697         3.694366284         1.549445162
     98.86000000         1.544795708        -1.533676005         3.683372081         1.576079285
     98.90250000         1.555659798        -1.553646341         3.672188643         1.601935318
     98.94500000         1.566670368        -1.574095335         3.660816811         1.628367189
     98.98750000         1.577828555        -1.594438482         3.649257507         1.654008479
     99.03000000         1.589134722        -1.615048396         3.637513380         1.679739583
     99.07250000         1.600589257        -1.635563734         3.625586883         1.704745044
     99.11500000         1.612191202        -1.655969128         3.613483388         1.729018099
     99.15750000         1.623939879        -1.676366421         3.601207414         1.752814943
     99.20000000         1.635834276        -1.696562373         3.588764017         1.775734184
     99.24250000         1.647873652        -1.716833677         3.576157434         1.798414020
     99.28500000         1.660056990        -1.736829505         3.563392275         1.820120114
     99.32750000         1.672381872        -1.756508622         3.550475913         1.840806973
     99.37000000         1.684845707        -1.775868355         3.537415766         1.860513539
     99.41250000         1.697445784        -1.794880761         3.524219174         1.879226764
     99.45500000         1.710178777        -1.813402503         3.510894418         1.896697509
     99.49750000         1.723041266        -1.831554529         3.497449603         1.913227045
     99.54000000         1.736027854        -1.848656116         3.483896458         1.927491846
     99.58250000         1.749132999        -1.865350823         3.470246556         1.940855713
     99.62500000         1.762352265        -1.881306906         3.456508799         1.952714685
     99.66750000         1.775680424        -1.896634154         3.442693242         1.963345108
     99.71000000         1.789112871        -1.911399765         3.428808299         1.972934843
     99.75250000         1.802640229        -1.924177401         3.414871145         1.978812802
     99.79500000         1.816253115        -1.936392436         3.400898427         1.983782641
     99.83750000         1.829945338        -1.947518112         3.386900193         1.986914262
     99.88000000         1.843710887        -1.958132568         3.372885751         1.989340056
     100.0170732         1.888480750        -1.982579244         3.327773392         1.981521169
     100.1541463         1.933648658        -1.997281611         3.283035641         1.960571484
     100.2912195         1.978933240        -1.997566692         3.239049708         1.920036794
     100.4282927         2.024070540        -1.989459501         3.196133510         1.871201468
     100.5653659         2.068868483        -1.972985261         3.154467759         1.814671538
     100.7024390         2.113151764        -1.949409836         3.114197261         1.752810742
     100.8395122         2.156786451        -1.920979019         3.075398975         1.689120077
     100.9765854         2.199682120        -1.889183339         3.038085919         1.625692751
     101.1136585         2.241758735        -1.853377824         3.002257967         1.561589188
     101.2507317         2.282944401        -1.814889291         2.967906454         1.498481469
     101.3878049         2.323177764        -1.773280516         2.935011666         1.435690014
     101.5248780         2.362398094        -1.729023194         2.903556144         1.373697300
     101.6619512         2.400552057        -1.682284300         2.873516089         1.312601788
     101.7990244         2.437588812        -1.633106701         2.844867671         1.252326089
     101.9360976         2.473461012        -1.581751964         2.817586041         1.193056882
     102.0731707         2.508121696        -1.527985568         2.791648848         1.134405502
     102.2102439         2.541521766        -1.471848510         2.767038974         1.076309505
     102.3473171         2.573614901        -1.413547844         2.743738915         1.018883773
     102.4843902         2.604359194        -1.353274513         2.721729189        0.9622109582
     102.6214634         2.633716079        -1.291141707         2.700989726        0.9062809309
     102.7585366         2.661648187        -1.227149227         2.681502234        0.8509634318
     102.8956098         2.688118423        -1.161329932         2.663251068        0.7961688911
     103.0326829         2.713091490        -1.093822714         2.646221646        0.7419089272
