"Record Length",50000,"Points",-7.2031998e-005,  0.02628124
"Sample Interval",7.99999977e-009,s,-7.2023998e-005, 0.005437493
"Trigger Point",9004,"Samples",-7.2015998e-005, -0.01093751
"Trigger Time",           0,s,-7.2007998e-005, -0.01912501
"",,,-7.1999998e-005, -0.01318751
"Horizontial Offset",-7.2031998e-005,s,-7.1991998e-005,-0.0004375074
,,,-7.1983998e-005,  0.01734374
,,,-7.1975998e-005,  0.03137499
,,,-7.1967998e-005,  0.03409374
,,,-7.1959998e-005,  0.02628124
,,,-7.1951998e-005,  0.01103124
,,,-7.1943998e-005,-0.008156257
,,,-7.1935998e-005, -0.02390626
,,,-7.1927998e-005, -0.02637501
,,,-7.1919998e-005, -0.01759376
,,,-7.1911998e-005,-0.001375007
,,,-7.1903998e-005,  0.02103124
,,,-7.1895998e-005,  0.03771874
,,,-7.1887998e-005,  0.04043749
,,,-7.1879998e-005,  0.03493749
,,,-7.1871998e-005,  0.01893749
,,,-7.1863998e-005,-0.001218757
,,,-7.1855998e-005, -0.01468751
,,,-7.1847998e-005, -0.01821876
,,,-7.1839998e-005, -0.01240626
,,,-7.1831998e-005, 0.003968743
,,,-7.1823998e-005,  0.02156249
,,,-7.1815998e-005,  0.03087499
,,,-7.1807998e-005,  0.03387499
,,,-7.1799998e-005,  0.02906249
,,,-7.1791998e-005,  0.01524999
,,,-7.1783998e-005, 0.003468743
,,,-7.1775998e-005,-0.002031257
,,,-7.1767998e-005,-0.004000007
,,,-7.1759998e-005, 0.006374993
,,,-7.1751998e-005,  0.01959374
,,,-7.1743998e-005,  0.03146874
,,,-7.1735998e-005,  0.04193749
,,,-7.1727998e-005,  0.04434374
,,,-7.1719998e-005,  0.03721874
,,,-7.1711998e-005,  0.02471874
,,,-7.1703998e-005,  0.01293749
,,,-7.1695998e-005,-0.001312507
,,,-7.1687998e-005,-0.007531257
,,,-7.1679998e-005,-0.004187507
,,,-7.1671998e-005, 0.002124993
,,,-7.1663998e-005,  0.01459374
,,,-7.1655998e-005,  0.02665624
,,,-7.1647998e-005,  0.03128124
,,,-7.1639998e-005,  0.03096874
,,,-7.1631998e-005,  0.02278124
,,,-7.1623998e-005, 0.008968742
,,,-7.1615998e-005,-0.003531257
,,,-7.1607998e-005, -0.01146876
,,,-7.1599998e-005,-0.009187507
,,,-7.1591998e-005, 0.002562493
,,,-7.1583998e-005,  0.01943749
,,,-7.1575998e-005,  0.03590624
,,,-7.1567998e-005,  0.04449999
,,,-7.1559998e-005,  0.04156249
,,,-7.1551998e-005,  0.02596874
,,,-7.1543998e-005, 0.004718743
,,,-7.1535998e-005, -0.01784376
,,,-7.1527998e-005, -0.02959376
,,,-7.1519998e-005, -0.02840626
,,,-7.1511998e-005, -0.01418751
,,,-7.1503998e-005, 0.008562492
,,,-7.1495998e-005,  0.02862499
,,,-7.1487998e-005,  0.03834374
,,,-7.1479998e-005,  0.03671874
,,,-7.1471998e-005,  0.02159374
,,,-7.1463998e-005,-0.0006562574
,,,-7.1455998e-005, -0.01718751
,,,-7.1447998e-005, -0.02387501
,,,-7.1439998e-005, -0.01850001
,,,-7.1431998e-005,-9.375745e-005
,,,-7.1423998e-005,  0.02178124
,,,-7.1415998e-005,  0.04043749
,,,-7.1407998e-005,  0.04881249
,,,-7.1399998e-005,  0.04365624
,,,-7.1391998e-005,  0.02756249
,,,-7.1383998e-005, 0.006812492
,,,-7.1375998e-005,-0.008781257
,,,-7.1367998e-005, -0.01781251
,,,-7.1359998e-005, -0.01440626
,,,-7.1351998e-005,-0.001593757
,,,-7.1343998e-005,  0.01584374
,,,-7.1335998e-005,  0.02999999
,,,-7.1327998e-005,  0.03478124
,,,-7.1319998e-005,  0.02812499
,,,-7.1311998e-005,  0.01140624
,,,-7.1303998e-005,-0.006187507
,,,-7.1295998e-005, -0.02206251
,,,-7.1287998e-005, -0.02787501
,,,-7.1279998e-005, -0.01953126
,,,-7.1271998e-005,-0.002718757
,,,-7.1263998e-005,  0.01818749
,,,-7.1255998e-005,  0.03581249
,,,-7.1247998e-005,  0.04131249
,,,-7.1239998e-005,  0.03440624
,,,-7.1231998e-005,  0.02018749
,,,-7.1223998e-005,0.0004374925
,,,-7.1215998e-005, -0.01531251
,,,-7.1207998e-005, -0.01962501
,,,-7.1199998e-005, -0.01284376
,,,-7.1191998e-005, 0.001343743
,,,-7.1183998e-005,  0.01934374
,,,-7.1175998e-005,  0.03265624
,,,-7.1167998e-005,  0.03471874
,,,-7.1159998e-005,  0.02968749
,,,-7.1151998e-005,  0.01843749
,,,-7.1143998e-005, 0.004749993
,,,-7.1135998e-005,-0.002750007
,,,-7.1127998e-005,-0.003031257
